"2014-11-25 00:18:59",admin,"Доступ к модулю ""shop"" разрешен, форма ""Основная"", действие ""Просмотр""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?hostcms[checked][1][165]=1,::1
"2014-11-25 00:18:59",admin,"Доступ к модулю ""shop"" разрешен, форма ""Основная"", действие ""Просмотр""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:19:04",admin,"Доступ к модулю ""shop"" разрешен, форма ""Список производителей"", действие """"",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?hostcms[checked][1][165]=1,::1
"2014-11-25 00:19:04",admin,"Доступ к модулю ""shop"" разрешен, форма ""Сводная статистика"", действие ""Установка начальных значений параметров счетчика""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:26:59",admin,"Вход в систему управления",4,-,http://cenpai.local/admin/index.php,::1
"2014-11-25 00:27:04",admin,"Доступ к модулю ""shop"" разрешен, форма ""Основная"", действие ""Просмотр""",1,"Демонстрационный сайт",http://cenpai.local/admin/shop/index.php,::1
"2014-11-25 00:27:09",admin,"Доступ к модулю ""shop"" разрешен, форма ""Основная"", действие ""Просмотр""",1,Сенпай-кафе,http://cenpai.local/admin/shop/index.php,::1
"2014-11-25 00:27:11",admin,"Доступ к модулю ""shop"" разрешен, форма ""Основная"", действие ""Просмотр""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_dir_id=0,::1
"2014-11-25 00:27:13",admin,"Доступ к модулю ""shop"" разрешен, форма ""Основная"", действие ""Просмотр""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:27:26",admin,"Доступ к модулю ""shop"" разрешен, форма ""Почтовые рассылки"", действие ""Копировать""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:27:30",admin,"Доступ к модулю ""shop"" разрешен, форма ""Почтовые рассылки"", действие ""Копировать""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:27:33",admin,"Доступ к модулю ""shop"" разрешен, форма ""Почтовые рассылки"", действие ""Копировать""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:27:34",admin,"Доступ к модулю ""shop"" разрешен, форма ""Почтовые рассылки"", действие ""Копировать""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:27:36",admin,"Доступ к модулю ""shop"" разрешен, форма ""Почтовые рассылки"", действие ""Копировать""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:27:38",admin,"Доступ к модулю ""shop"" разрешен, форма ""Почтовые рассылки"", действие ""Копировать""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:27:39",admin,"Доступ к модулю ""shop"" разрешен, форма ""Почтовые рассылки"", действие ""Копировать""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:27:42",admin,"Доступ к модулю ""shop"" разрешен, форма ""Почтовые рассылки"", действие ""Копировать""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
"2014-11-25 00:28:14",admin,"Доступ к модулю ""shop"" разрешен, форма ""Основная"", действие ""Просмотр""",1,Сенпай-кафе,http://cenpai.local/admin/shop/index.php,::1
"2014-11-25 00:28:18",admin,"Доступ к модулю ""shop"" разрешен, форма ""Основная"", действие ""Просмотр""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_dir_id=0,::1
"2014-11-25 00:28:19",admin,"Доступ к модулю ""shop"" разрешен, форма ""Основная"", действие ""Просмотр""",1,Сенпай-кафе,http://cenpai.local/admin/shop/item/index.php?shop_id=4&shop_group_id=602,::1
